Date,Location,Unemployment Rate,Unemployment ('000s),Sector
2021-07,British Columbia,6.7,194.1,"Total, all industries"
2021-08,British Columbia,7.5,220.0,"Total, all industries"
2021-09,British Columbia,5.6,161.4,"Total, all industries"
2021-10,British Columbia,5.2,148.6,"Total, all industries"
2021-11,British Columbia,5.4,154.9,"Total, all industries"
2021-12,British Columbia,4.8,136.8,"Total, all industries"
2022-01,British Columbia,5.4,151.3,"Total, all industries"
2022-02,British Columbia,4.8,138.1,"Total, all industries"
2022-03,British Columbia,5.3,151.0,"Total, all industries"
2022-04,British Columbia,4.9,141.2,"Total, all industries"
2022-05,British Columbia,4.5,130.2,"Total, all industries"
2022-06,British Columbia,4.5,131.3,"Total, all industries"
2022-07,British Columbia,4.8,141.4,"Total, all industries"
2022-08,British Columbia,5.3,155.2,"Total, all industries"
2022-09,British Columbia,3.9,111.4,"Total, all industries"
2022-10,British Columbia,4.2,120.5,"Total, all industries"
2022-11,British Columbia,4.2,119.9,"Total, all industries"
2022-12,British Columbia,3.7,106.6,"Total, all industries"
2023-01,British Columbia,4.8,137.0,"Total, all industries"
2023-02,British Columbia,5.2,149.7,"Total, all industries"
2023-03,British Columbia,4.8,138.1,"Total, all industries"
2023-04,British Columbia,5.1,150.0,"Total, all industries"
2023-05,British Columbia,5.2,153.0,"Total, all industries"
2023-06,British Columbia,5.4,161.4,"Total, all industries"
2023-07,British Columbia,6.0,177.4,"Total, all industries"
2023-08,British Columbia,6.0,178.5,"Total, all industries"
2023-09,British Columbia,4.9,145.8,"Total, all industries"
2023-10,British Columbia,4.8,142.1,"Total, all industries"
2023-11,British Columbia,5.0,148.8,"Total, all industries"
2023-12,British Columbia,5.0,148.8,"Total, all industries"
2024-01,British Columbia,5.7,168.5,"Total, all industries"
2024-02,British Columbia,5.2,154.9,"Total, all industries"
2024-03,British Columbia,5.7,170.8,"Total, all industries"
2017-01,British Columbia,5.7,29.8,Goods-producing sector
2017-02,British Columbia,6.0,31.5,Goods-producing sector
2017-03,British Columbia,5.4,28.5,Goods-producing sector
2017-04,British Columbia,5.4,28.5,Goods-producing sector
2017-05,British Columbia,5.4,29.2,Goods-producing sector
2017-06,British Columbia,4.3,23.3,Goods-producing sector
2017-07,British Columbia,3.8,21.3,Goods-producing sector
2017-08,British Columbia,4.5,25.4,Goods-producing sector
2017-09,British Columbia,3.5,18.6,Goods-producing sector
2017-10,British Columbia,4.0,21.3,Goods-producing sector
2017-11,British Columbia,3.8,20.6,Goods-producing sector
2017-12,British Columbia,4.1,21.7,Goods-producing sector
2018-01,British Columbia,4.6,24.9,Goods-producing sector
2018-02,British Columbia,4.5,23.8,Goods-producing sector
2018-03,British Columbia,3.9,20.5,Goods-producing sector
2018-04,British Columbia,3.9,21.0,Goods-producing sector
2018-05,British Columbia,4.4,23.5,Goods-producing sector
2018-06,British Columbia,4.0,21.6,Goods-producing sector
2018-07,British Columbia,2.7,14.4,Goods-producing sector
2018-08,British Columbia,3.7,20.1,Goods-producing sector
2018-09,British Columbia,2.1,11.3,Goods-producing sector
2018-10,British Columbia,2.5,13.4,Goods-producing sector
2018-11,British Columbia,4.1,22.5,Goods-producing sector
2018-12,British Columbia,4.2,22.8,Goods-producing sector
2019-01,British Columbia,5.8,30.4,Goods-producing sector
2019-02,British Columbia,4.7,24.4,Goods-producing sector
2019-03,British Columbia,5.7,29.9,Goods-producing sector
2019-04,British Columbia,4.8,26.0,Goods-producing sector
2019-05,British Columbia,3.7,20.1,Goods-producing sector
2019-06,British Columbia,4.2,22.5,Goods-producing sector
2019-07,British Columbia,3.0,16.1,Goods-producing sector
2019-08,British Columbia,4.3,23.2,Goods-producing sector
2019-09,British Columbia,3.6,18.6,Goods-producing sector
2019-10,British Columbia,4.7,24.7,Goods-producing sector
2019-11,British Columbia,5.2,27.7,Goods-producing sector
2019-12,British Columbia,4.6,24.0,Goods-producing sector
2020-01,British Columbia,6.0,31.7,Goods-producing sector
2020-02,British Columbia,5.9,30.9,Goods-producing sector
2020-03,British Columbia,7.3,38.2,Goods-producing sector
2020-04,British Columbia,9.6,47.7,Goods-producing sector
2020-05,British Columbia,11.4,59.1,Goods-producing sector
2020-06,British Columbia,9.3,48.7,Goods-producing sector
2020-07,British Columbia,7.8,40.9,Goods-producing sector
2020-08,British Columbia,7.0,37.6,Goods-producing sector
2020-09,British Columbia,4.2,21.5,Goods-producing sector
2020-10,British Columbia,5.2,27.2,Goods-producing sector
2020-11,British Columbia,6.4,33.4,Goods-producing sector
2020-12,British Columbia,3.9,20.5,Goods-producing sector
2021-01,British Columbia,6.5,34.0,Goods-producing sector
2021-02,British Columbia,6.7,34.4,Goods-producing sector
2021-03,British Columbia,5.0,25.6,Goods-producing sector
2021-04,British Columbia,5.3,28.5,Goods-producing sector
2021-05,British Columbia,4.2,21.9,Goods-producing sector
2021-06,British Columbia,4.3,22.2,Goods-producing sector
2021-07,British Columbia,3.7,19.4,Goods-producing sector
2021-08,British Columbia,5.1,27.3,Goods-producing sector
2021-09,British Columbia,2.1,11.0,Goods-producing sector
2021-10,British Columbia,3.5,18.4,Goods-producing sector
2021-11,British Columbia,4.5,23.5,Goods-producing sector
2021-12,British Columbia,3.7,18.6,Goods-producing sector
2022-01,British Columbia,4.4,22.2,Goods-producing sector
2022-02,British Columbia,4.8,25.0,Goods-producing sector
2022-03,British Columbia,4.1,21.0,Goods-producing sector
2022-04,British Columbia,4.1,21.4,Goods-producing sector
2022-05,British Columbia,4.4,23.3,Goods-producing sector
2022-06,British Columbia,4.5,24.7,Goods-producing sector
2022-07,British Columbia,3.8,20.7,Goods-producing sector
2022-08,British Columbia,3.2,17.1,Goods-producing sector
2022-09,British Columbia,2.9,15.2,Goods-producing sector
2022-10,British Columbia,2.9,15.5,Goods-producing sector
2022-11,British Columbia,3.9,20.3,Goods-producing sector
2022-12,British Columbia,3.9,20.6,Goods-producing sector
2023-01,British Columbia,4.6,23.7,Goods-producing sector
2023-02,British Columbia,5.3,28.6,Goods-producing sector
2023-03,British Columbia,4.6,24.6,Goods-producing sector
2023-04,British Columbia,4.4,23.0,Goods-producing sector
2023-05,British Columbia,4.6,24.5,Goods-producing sector
2023-06,British Columbia,5.8,31.1,Goods-producing sector
2023-07,British Columbia,4.6,23.7,Goods-producing sector
2023-08,British Columbia,3.0,15.0,Goods-producing sector
2023-09,British Columbia,3.7,18.8,Goods-producing sector
2023-10,British Columbia,3.3,17.1,Goods-producing sector
2023-11,British Columbia,4.3,22.5,Goods-producing sector
2023-12,British Columbia,4.1,21.0,Goods-producing sector
2024-01,British Columbia,6.1,30.7,Goods-producing sector
2024-02,British Columbia,5.5,27.8,Goods-producing sector
2024-03,British Columbia,4.2,21.5,Goods-producing sector
2017-01,British Columbia,22.7,5.8,Agriculture
2017-02,British Columbia,15.6,4.1,Agriculture
2017-03,British Columbia,14.1,3.7,Agriculture
2017-04,British Columbia,11.0,3.0,Agriculture
2017-05,British Columbia,9.9,2.6,Agriculture
2017-06,British Columbia,12.0,3.6,Agriculture
2017-07,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2017-08,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2017-09,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2017-10,British Columbia,7.7,1.8,Agriculture
2017-11,British Columbia,11.7,2.9,Agriculture
2017-12,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2018-01,British Columbia,8.7,2.0,Agriculture
2018-02,British Columbia,9.4,2.4,Agriculture
2018-03,British Columbia,6.5,1.5,Agriculture
2018-04,British Columbia,5.9,1.6,Agriculture
2018-05,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2018-06,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2018-07,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2018-08,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2018-09,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2018-10,British Columbia,7.9,2.2,Agriculture
2018-11,British Columbia,19.3,5.7,Agriculture
2018-12,British Columbia,14.9,4.0,Agriculture
2019-01,British Columbia,21.4,5.6,Agriculture
2019-02,British Columbia,17.6,4.8,Agriculture
2019-03,British Columbia,20.0,5.1,Agriculture
2019-04,British Columbia,10.6,2.8,Agriculture
2019-05,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2019-06,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2019-07,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2019-08,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2019-09,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2019-10,British Columbia,11.4,3.3,Agriculture
2019-11,British Columbia,8.0,2.1,Agriculture
2019-12,British Columbia,12.5,3.2,Agriculture
2020-01,British Columbia,21.3,5.8,Agriculture
2020-02,British Columbia,18.6,4.9,Agriculture
2020-03,British Columbia,6.5,1.7,Agriculture
2020-04,British Columbia,16.1,4.1,Agriculture
2020-05,British Columbia,7.8,2.2,Agriculture
2020-06,British Columbia,6.4,2.1,Agriculture
2020-07,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2020-08,British Columbia,8.6,3.6,Agriculture
2020-09,British Columbia,5.2,1.8,Agriculture
2020-10,British Columbia,6.1,2.3,Agriculture
2020-11,British Columbia,12.2,4.5,Agriculture
2020-12,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2021-01,British Columbia,18.5,5.3,Agriculture
2021-02,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2021-03,British Columbia,6.0,1.5,Agriculture
2021-04,British Columbia,12.9,3.6,Agriculture
2021-05,British Columbia,7.3,1.6,Agriculture
2021-06,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2021-07,British Columbia,9.6,2.3,Agriculture
2021-08,British Columbia,15.5,3.5,Agriculture
2021-09,British Columbia,9.8,2.1,Agriculture
2021-10,British Columbia,8.4,1.9,Agriculture
2021-11,British Columbia,13.5,3.1,Agriculture
2021-12,British Columbia,13.1,2.9,Agriculture
2022-01,British Columbia,10.5,2.3,Agriculture
2022-02,British Columbia,15.2,3.8,Agriculture
2022-03,British Columbia,16.6,4.6,Agriculture
2022-04,British Columbia,16.2,4.1,Agriculture
2022-05,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2022-06,British Columbia,9.1,2.3,Agriculture
2022-07,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2022-08,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2022-09,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2022-10,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2022-11,British Columbia,8.4,1.8,Agriculture
2022-12,British Columbia,7.9,1.8,Agriculture
2023-01,British Columbia,9.3,2.0,Agriculture
2023-02,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2023-03,British Columbia,7.1,1.8,Agriculture
2023-04,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2023-05,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2023-06,British Columbia,15.3,5.1,Agriculture
2023-07,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2023-08,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2023-09,British Columbia,7.257078565614976,27.29993297266242,Agriculture
2023-10,British Columbia,6.0,1.7,Agriculture
2023-11,British Columbia,7.1,1.7,Agriculture
2023-12,British Columbia,11.4,2.6,Agriculture
2024-01,British Columbia,7.9,1.5,Agriculture
2024-02,British Columbia,13.3,2.4,Agriculture
2024-03,British Columbia,12.4,2.3,Agriculture
2017-01,British Columbia,12.3,6.9,"Forestry, fishing, mining, quarrying, oil and gas"
2017-02,British Columbia,9.9,5.5,"Forestry, fishing, mining, quarrying, oil and gas"
2017-03,British Columbia,5.7,3.3,"Forestry, fishing, mining, quarrying, oil and gas"
2017-04,British Columbia,10.6,6.3,"Forestry, fishing, mining, quarrying, oil and gas"
2017-05,British Columbia,5.6,3.4,"Forestry, fishing, mining, quarrying, oil and gas"
2017-06,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2017-07,British Columbia,4.8,2.7,"Forestry, fishing, mining, quarrying, oil and gas"
2017-08,British Columbia,6.7,3.9,"Forestry, fishing, mining, quarrying, oil and gas"
2017-09,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2017-10,British Columbia,5.9,3.1,"Forestry, fishing, mining, quarrying, oil and gas"
2017-11,British Columbia,6.6,3.5,"Forestry, fishing, mining, quarrying, oil and gas"
2017-12,British Columbia,9.0,4.8,"Forestry, fishing, mining, quarrying, oil and gas"
2018-01,British Columbia,6.0,2.9,"Forestry, fishing, mining, quarrying, oil and gas"
2018-02,British Columbia,5.9,2.9,"Forestry, fishing, mining, quarrying, oil and gas"
2018-03,British Columbia,6.2,3.1,"Forestry, fishing, mining, quarrying, oil and gas"
2018-04,British Columbia,7.2,3.6,"Forestry, fishing, mining, quarrying, oil and gas"
2018-05,British Columbia,11.2,6.3,"Forestry, fishing, mining, quarrying, oil and gas"
2018-06,British Columbia,4.7,2.6,"Forestry, fishing, mining, quarrying, oil and gas"
2018-07,British Columbia,4.3,2.3,"Forestry, fishing, mining, quarrying, oil and gas"
2018-08,British Columbia,8.8,4.7,"Forestry, fishing, mining, quarrying, oil and gas"
2018-09,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2018-10,British Columbia,6.3,3.4,"Forestry, fishing, mining, quarrying, oil and gas"
2018-11,British Columbia,5.2,2.9,"Forestry, fishing, mining, quarrying, oil and gas"
2018-12,British Columbia,7.7,4.2,"Forestry, fishing, mining, quarrying, oil and gas"
2019-01,British Columbia,13.1,7.1,"Forestry, fishing, mining, quarrying, oil and gas"
2019-02,British Columbia,7.6,4.0,"Forestry, fishing, mining, quarrying, oil and gas"
2019-03,British Columbia,11.4,6.3,"Forestry, fishing, mining, quarrying, oil and gas"
2019-04,British Columbia,3.7,1.9,"Forestry, fishing, mining, quarrying, oil and gas"
2019-05,British Columbia,7.0,3.5,"Forestry, fishing, mining, quarrying, oil and gas"
2019-06,British Columbia,6.5,3.2,"Forestry, fishing, mining, quarrying, oil and gas"
2019-07,British Columbia,7.1,3.4,"Forestry, fishing, mining, quarrying, oil and gas"
2019-08,British Columbia,6.1,2.9,"Forestry, fishing, mining, quarrying, oil and gas"
2019-09,British Columbia,6.7,3.0,"Forestry, fishing, mining, quarrying, oil and gas"
2019-10,British Columbia,7.2,3.5,"Forestry, fishing, mining, quarrying, oil and gas"
2019-11,British Columbia,5.0,2.5,"Forestry, fishing, mining, quarrying, oil and gas"
2019-12,British Columbia,7.2,3.4,"Forestry, fishing, mining, quarrying, oil and gas"
2020-01,British Columbia,8.6,4.1,"Forestry, fishing, mining, quarrying, oil and gas"
2020-02,British Columbia,10.0,4.4,"Forestry, fishing, mining, quarrying, oil and gas"
2020-03,British Columbia,10.2,4.7,"Forestry, fishing, mining, quarrying, oil and gas"
2020-04,British Columbia,13.3,6.1,"Forestry, fishing, mining, quarrying, oil and gas"
2020-05,British Columbia,14.8,6.5,"Forestry, fishing, mining, quarrying, oil and gas"
2020-06,British Columbia,11.3,5.2,"Forestry, fishing, mining, quarrying, oil and gas"
2020-07,British Columbia,9.1,4.0,"Forestry, fishing, mining, quarrying, oil and gas"
2020-08,British Columbia,5.3,2.2,"Forestry, fishing, mining, quarrying, oil and gas"
2020-09,British Columbia,3.6,1.5,"Forestry, fishing, mining, quarrying, oil and gas"
2020-10,British Columbia,5.3,2.5,"Forestry, fishing, mining, quarrying, oil and gas"
2020-11,British Columbia,5.7,3.0,"Forestry, fishing, mining, quarrying, oil and gas"
2020-12,British Columbia,6.2,3.3,"Forestry, fishing, mining, quarrying, oil and gas"
2021-01,British Columbia,10.6,5.6,"Forestry, fishing, mining, quarrying, oil and gas"
2021-02,British Columbia,7.6,4.0,"Forestry, fishing, mining, quarrying, oil and gas"
2021-03,British Columbia,6.7,3.5,"Forestry, fishing, mining, quarrying, oil and gas"
2021-04,British Columbia,11.4,6.3,"Forestry, fishing, mining, quarrying, oil and gas"
2021-05,British Columbia,4.8,2.7,"Forestry, fishing, mining, quarrying, oil and gas"
2021-06,British Columbia,4.7,2.5,"Forestry, fishing, mining, quarrying, oil and gas"
2021-07,British Columbia,4.5,2.5,"Forestry, fishing, mining, quarrying, oil and gas"
2021-08,British Columbia,9.2,4.7,"Forestry, fishing, mining, quarrying, oil and gas"
2021-09,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2021-10,British Columbia,4.8,2.4,"Forestry, fishing, mining, quarrying, oil and gas"
2021-11,British Columbia,8.2,3.9,"Forestry, fishing, mining, quarrying, oil and gas"
2021-12,British Columbia,3.3,1.5,"Forestry, fishing, mining, quarrying, oil and gas"
2022-01,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2022-02,British Columbia,3.9,1.8,"Forestry, fishing, mining, quarrying, oil and gas"
2022-03,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2022-04,British Columbia,7.5,3.7,"Forestry, fishing, mining, quarrying, oil and gas"
2022-05,British Columbia,7.0,3.6,"Forestry, fishing, mining, quarrying, oil and gas"
2022-06,British Columbia,4.5,2.4,"Forestry, fishing, mining, quarrying, oil and gas"
2022-07,British Columbia,4.6,2.5,"Forestry, fishing, mining, quarrying, oil and gas"
2022-08,British Columbia,3.8,1.9,"Forestry, fishing, mining, quarrying, oil and gas"
2022-09,British Columbia,4.9,2.5,"Forestry, fishing, mining, quarrying, oil and gas"
2022-10,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2022-11,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2022-12,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2023-01,British Columbia,4.8,2.2,"Forestry, fishing, mining, quarrying, oil and gas"
2023-02,British Columbia,6.1,2.9,"Forestry, fishing, mining, quarrying, oil and gas"
2023-03,British Columbia,4.5,2.1,"Forestry, fishing, mining, quarrying, oil and gas"
2023-04,British Columbia,5.6,2.6,"Forestry, fishing, mining, quarrying, oil and gas"
2023-05,British Columbia,8.6,4.7,"Forestry, fishing, mining, quarrying, oil and gas"
2023-06,British Columbia,9.8,5.2,"Forestry, fishing, mining, quarrying, oil and gas"
2023-07,British Columbia,5.7,3.2,"Forestry, fishing, mining, quarrying, oil and gas"
2023-08,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2023-09,British Columbia,2.8,1.6,"Forestry, fishing, mining, quarrying, oil and gas"
2023-10,British Columbia,7.257078565614976,27.29993297266242,"Forestry, fishing, mining, quarrying, oil and gas"
2023-11,British Columbia,6.3,3.5,"Forestry, fishing, mining, quarrying, oil and gas"
2023-12,British Columbia,2.8,1.5,"Forestry, fishing, mining, quarrying, oil and gas"
2024-01,British Columbia,3.8,1.9,"Forestry, fishing, mining, quarrying, oil and gas"
2024-02,British Columbia,4.6,2.4,"Forestry, fishing, mining, quarrying, oil and gas"
2024-03,British Columbia,5.9,3.2,"Forestry, fishing, mining, quarrying, oil and gas"
2017-01,British Columbia,13.4,2.7,Forestry and logging and support activities for forestry
2017-02,British Columbia,16.8,3.1,Forestry and logging and support activities for forestry
2017-03,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-04,British Columbia,16.1,2.7,Forestry and logging and support activities for forestry
2017-05,British Columbia,8.8,1.5,Forestry and logging and support activities for forestry
2017-06,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-07,British Columbia,8.1,1.9,Forestry and logging and support activities for forestry
2017-08,British Columbia,9.4,2.1,Forestry and logging and support activities for forestry
2017-09,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-10,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-11,British Columbia,9.2,2.1,Forestry and logging and support activities for forestry
2017-12,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-01,British Columbia,7.8,1.5,Forestry and logging and support activities for forestry
2018-02,British Columbia,10.7,1.9,Forestry and logging and support activities for forestry
2018-03,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-04,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-05,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-06,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-07,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-08,British Columbia,12.1,2.5,Forestry and logging and support activities for forestry
2018-09,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2018-10,British Columbia,7.4,1.5,Forestry and logging and support activities for forestry
2018-11,British Columbia,8.1,1.6,Forestry and logging and support activities for forestry
2018-12,British Columbia,12.2,2.7,Forestry and logging and support activities for forestry
2019-01,British Columbia,13.1,2.9,Forestry and logging and support activities for forestry
2019-02,British Columbia,7.5,1.5,Forestry and logging and support activities for forestry
2019-03,British Columbia,17.9,4.0,Forestry and logging and support activities for forestry
2019-04,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2019-05,British Columbia,10.9,1.9,Forestry and logging and support activities for forestry
2019-06,British Columbia,8.9,1.5,Forestry and logging and support activities for forestry
2019-07,British Columbia,10.4,1.7,Forestry and logging and support activities for forestry
2019-08,British Columbia,13.8,2.3,Forestry and logging and support activities for forestry
2019-09,British Columbia,11.4,1.6,Forestry and logging and support activities for forestry
2019-10,British Columbia,11.2,2.1,Forestry and logging and support activities for forestry
2019-11,British Columbia,11.4,2.1,Forestry and logging and support activities for forestry
2019-12,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-01,British Columbia,18.6,2.9,Forestry and logging and support activities for forestry
2020-02,British Columbia,18.2,3.0,Forestry and logging and support activities for forestry
2020-03,British Columbia,16.7,2.8,Forestry and logging and support activities for forestry
2020-04,British Columbia,18.6,3.3,Forestry and logging and support activities for forestry
2020-05,British Columbia,13.7,2.5,Forestry and logging and support activities for forestry
2020-06,British Columbia,11.3,2.3,Forestry and logging and support activities for forestry
2020-07,British Columbia,12.4,2.9,Forestry and logging and support activities for forestry
2020-08,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-09,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-10,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-11,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2020-12,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-01,British Columbia,21.4,4.1,Forestry and logging and support activities for forestry
2021-02,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-03,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-04,British Columbia,13.2,3.0,Forestry and logging and support activities for forestry
2021-05,British Columbia,9.6,2.2,Forestry and logging and support activities for forestry
2021-06,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-07,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-08,British Columbia,12.7,2.8,Forestry and logging and support activities for forestry
2021-09,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-10,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-11,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2021-12,British Columbia,8.6,1.5,Forestry and logging and support activities for forestry
2022-01,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-02,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-03,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-04,British Columbia,13.8,3.1,Forestry and logging and support activities for forestry
2022-05,British Columbia,7.7,1.7,Forestry and logging and support activities for forestry
2022-06,British Columbia,6.4,1.5,Forestry and logging and support activities for forestry
2022-07,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-08,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-09,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-10,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-11,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2022-12,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-01,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-02,British Columbia,14.2,2.1,Forestry and logging and support activities for forestry
2023-03,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-04,British Columbia,12.1,1.5,Forestry and logging and support activities for forestry
2023-05,British Columbia,17.8,3.2,Forestry and logging and support activities for forestry
2023-06,British Columbia,18.2,3.2,Forestry and logging and support activities for forestry
2023-07,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-08,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-09,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-10,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2023-11,British Columbia,13.5,2.3,Forestry and logging and support activities for forestry
2023-12,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2024-01,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2024-02,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2024-03,British Columbia,7.257078565614976,27.29993297266242,Forestry and logging and support activities for forestry
2017-01,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-02,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-03,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-04,British Columbia,50.0,1.7,"Fishing, hunting and trapping"
2017-05,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-06,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-07,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-08,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-09,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-10,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-11,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2017-12,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-01,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-02,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-03,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-04,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-05,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-06,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-07,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-08,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
2018-09,British Columbia,7.257078565614976,27.29993297266242,"Fishing, hunting and trapping"
