Date,Location,Category,Dollar Value ('000s')
2019-08-01,Yukon,Live animals or animal products,7837
2019-09-01,Yukon,Live animals or animal products,3388
2019-10-01,Yukon,Live animals or animal products,2080
2019-11-01,Yukon,Live animals or animal products,0
2019-12-01,Yukon,Live animals or animal products,253
2020-01-01,Yukon,Live animals or animal products,0
2020-02-01,Yukon,Live animals or animal products,510
2020-03-01,Yukon,Live animals or animal products,208
2020-04-01,Yukon,Live animals or animal products,52
2020-05-01,Yukon,Live animals or animal products,2135
2020-06-01,Yukon,Live animals or animal products,4069
2020-07-01,Yukon,Live animals or animal products,10259
2020-08-01,Yukon,Live animals or animal products,3112
2020-09-01,Yukon,Live animals or animal products,2460
2020-10-01,Yukon,Live animals or animal products,1843
2020-11-01,Yukon,Live animals or animal products,0
2020-12-01,Yukon,Live animals or animal products,109
2021-01-01,Yukon,Live animals or animal products,1039
2021-02-01,Yukon,Live animals or animal products,0
2021-03-01,Yukon,Live animals or animal products,0
2021-04-01,Yukon,Live animals or animal products,1300
2021-05-01,Yukon,Live animals or animal products,3613
2021-06-01,Yukon,Live animals or animal products,4915
2021-07-01,Yukon,Live animals or animal products,8128
2021-08-01,Yukon,Live animals or animal products,6828
2021-09-01,Yukon,Live animals or animal products,3719
2021-10-01,Yukon,Live animals or animal products,4424
2021-11-01,Yukon,Live animals or animal products,340
2021-12-01,Yukon,Live animals or animal products,0
2022-01-01,Yukon,Live animals or animal products,0
2022-02-01,Yukon,Live animals or animal products,0
2022-03-01,Yukon,Live animals or animal products,306
2022-04-01,Yukon,Live animals or animal products,1352
2022-05-01,Yukon,Live animals or animal products,2452
2022-06-01,Yukon,Live animals or animal products,3164
2022-07-01,Yukon,Live animals or animal products,5755
2022-08-01,Yukon,Live animals or animal products,3983
2022-09-01,Yukon,Live animals or animal products,4338
2022-10-01,Yukon,Live animals or animal products,1134
2022-11-01,Yukon,Live animals or animal products,51
2022-12-01,Yukon,Live animals or animal products,0
2023-01-01,Yukon,Live animals or animal products,0
2023-02-01,Yukon,Live animals or animal products,0
2023-03-01,Yukon,Live animals or animal products,0
2023-04-01,Yukon,Live animals or animal products,2312
2023-05-01,Yukon,Live animals or animal products,1845
2023-06-01,Yukon,Live animals or animal products,5191
2023-07-01,Yukon,Live animals or animal products,5394
2023-08-01,Yukon,Live animals or animal products,4594
2023-09-01,Yukon,Live animals or animal products,3464
2023-10-01,Yukon,Live animals or animal products,2367
2023-11-01,Yukon,Live animals or animal products,169
2023-12-01,Yukon,Live animals or animal products,0
2024-01-01,Yukon,Live animals or animal products,0
2024-02-01,Yukon,Live animals or animal products,0
2024-03-01,Yukon,Live animals or animal products,1063
2017-01-01,Yukon,Vegetable products,0
2017-02-01,Yukon,Vegetable products,0
2017-03-01,Yukon,Vegetable products,0
2017-04-01,Yukon,Vegetable products,0
2017-05-01,Yukon,Vegetable products,0
2017-06-01,Yukon,Vegetable products,0
2017-07-01,Yukon,Vegetable products,0
2017-08-01,Yukon,Vegetable products,0
2017-09-01,Yukon,Vegetable products,0
2017-10-01,Yukon,Vegetable products,0
2017-11-01,Yukon,Vegetable products,0
2017-12-01,Yukon,Vegetable products,0
2018-01-01,Yukon,Vegetable products,0
2018-02-01,Yukon,Vegetable products,0
2018-03-01,Yukon,Vegetable products,0
2018-04-01,Yukon,Vegetable products,0
2018-05-01,Yukon,Vegetable products,0
2018-06-01,Yukon,Vegetable products,14
2018-07-01,Yukon,Vegetable products,0
2018-08-01,Yukon,Vegetable products,0
2018-09-01,Yukon,Vegetable products,0
2018-10-01,Yukon,Vegetable products,0
2018-11-01,Yukon,Vegetable products,0
2018-12-01,Yukon,Vegetable products,0
2019-01-01,Yukon,Vegetable products,0
2019-02-01,Yukon,Vegetable products,0
2019-03-01,Yukon,Vegetable products,0
2019-04-01,Yukon,Vegetable products,0
2019-05-01,Yukon,Vegetable products,0
2019-06-01,Yukon,Vegetable products,0
2019-07-01,Yukon,Vegetable products,0
2019-08-01,Yukon,Vegetable products,0
2019-09-01,Yukon,Vegetable products,0
2019-10-01,Yukon,Vegetable products,0
2019-11-01,Yukon,Vegetable products,0
2019-12-01,Yukon,Vegetable products,0
2020-01-01,Yukon,Vegetable products,0
2020-02-01,Yukon,Vegetable products,0
2020-03-01,Yukon,Vegetable products,0
2020-04-01,Yukon,Vegetable products,0
2020-05-01,Yukon,Vegetable products,0
2020-06-01,Yukon,Vegetable products,0
2020-07-01,Yukon,Vegetable products,0
2020-08-01,Yukon,Vegetable products,0
2020-09-01,Yukon,Vegetable products,0
2020-10-01,Yukon,Vegetable products,0
2020-11-01,Yukon,Vegetable products,0
2020-12-01,Yukon,Vegetable products,0
2021-01-01,Yukon,Vegetable products,0
2021-02-01,Yukon,Vegetable products,0
2021-03-01,Yukon,Vegetable products,0
2021-04-01,Yukon,Vegetable products,0
2021-05-01,Yukon,Vegetable products,0
2021-06-01,Yukon,Vegetable products,0
2021-07-01,Yukon,Vegetable products,0
2021-08-01,Yukon,Vegetable products,0
2021-09-01,Yukon,Vegetable products,0
2021-10-01,Yukon,Vegetable products,0
2021-11-01,Yukon,Vegetable products,0
2021-12-01,Yukon,Vegetable products,0
2022-01-01,Yukon,Vegetable products,0
2022-02-01,Yukon,Vegetable products,0
2022-03-01,Yukon,Vegetable products,0
2022-04-01,Yukon,Vegetable products,0
2022-05-01,Yukon,Vegetable products,0
2022-06-01,Yukon,Vegetable products,0
2022-07-01,Yukon,Vegetable products,0
2022-08-01,Yukon,Vegetable products,0
2022-09-01,Yukon,Vegetable products,0
2022-10-01,Yukon,Vegetable products,0
2022-11-01,Yukon,Vegetable products,8
2022-12-01,Yukon,Vegetable products,0
2023-01-01,Yukon,Vegetable products,0
2023-02-01,Yukon,Vegetable products,0
2023-03-01,Yukon,Vegetable products,0
2023-04-01,Yukon,Vegetable products,0
2023-05-01,Yukon,Vegetable products,0
2023-06-01,Yukon,Vegetable products,0
2023-07-01,Yukon,Vegetable products,0
2023-08-01,Yukon,Vegetable products,0
2023-09-01,Yukon,Vegetable products,0
2023-10-01,Yukon,Vegetable products,0
2023-11-01,Yukon,Vegetable products,0
2023-12-01,Yukon,Vegetable products,0
2024-01-01,Yukon,Vegetable products,0
2024-02-01,Yukon,Vegetable products,0
2024-03-01,Yukon,Vegetable products,0
2017-01-01,Yukon,Animal or vegetable oils,0
2017-02-01,Yukon,Animal or vegetable oils,0
2017-03-01,Yukon,Animal or vegetable oils,0
2017-04-01,Yukon,Animal or vegetable oils,0
2017-05-01,Yukon,Animal or vegetable oils,0
2017-06-01,Yukon,Animal or vegetable oils,0
2017-07-01,Yukon,Animal or vegetable oils,0
2017-08-01,Yukon,Animal or vegetable oils,0
2017-09-01,Yukon,Animal or vegetable oils,0
2017-10-01,Yukon,Animal or vegetable oils,0
2017-11-01,Yukon,Animal or vegetable oils,0
2017-12-01,Yukon,Animal or vegetable oils,0
2018-01-01,Yukon,Animal or vegetable oils,0
2018-02-01,Yukon,Animal or vegetable oils,0
2018-03-01,Yukon,Animal or vegetable oils,0
2018-04-01,Yukon,Animal or vegetable oils,0
2018-05-01,Yukon,Animal or vegetable oils,0
2018-06-01,Yukon,Animal or vegetable oils,0
2018-07-01,Yukon,Animal or vegetable oils,0
2018-08-01,Yukon,Animal or vegetable oils,0
2018-09-01,Yukon,Animal or vegetable oils,0
2018-10-01,Yukon,Animal or vegetable oils,0
2018-11-01,Yukon,Animal or vegetable oils,0
2018-12-01,Yukon,Animal or vegetable oils,0
2019-01-01,Yukon,Animal or vegetable oils,0
2019-02-01,Yukon,Animal or vegetable oils,0
2019-03-01,Yukon,Animal or vegetable oils,0
2019-04-01,Yukon,Animal or vegetable oils,0
2019-05-01,Yukon,Animal or vegetable oils,0
2019-06-01,Yukon,Animal or vegetable oils,0
2019-07-01,Yukon,Animal or vegetable oils,0
2019-08-01,Yukon,Animal or vegetable oils,0
2019-09-01,Yukon,Animal or vegetable oils,0
2019-10-01,Yukon,Animal or vegetable oils,0
2019-11-01,Yukon,Animal or vegetable oils,0
2019-12-01,Yukon,Animal or vegetable oils,0
2020-01-01,Yukon,Animal or vegetable oils,0
2020-02-01,Yukon,Animal or vegetable oils,0
2020-03-01,Yukon,Animal or vegetable oils,0
2020-04-01,Yukon,Animal or vegetable oils,0
2020-05-01,Yukon,Animal or vegetable oils,0
2020-06-01,Yukon,Animal or vegetable oils,0
2020-07-01,Yukon,Animal or vegetable oils,0
2020-08-01,Yukon,Animal or vegetable oils,0
2020-09-01,Yukon,Animal or vegetable oils,0
2020-10-01,Yukon,Animal or vegetable oils,155
2020-11-01,Yukon,Animal or vegetable oils,0
2020-12-01,Yukon,Animal or vegetable oils,0
2021-01-01,Yukon,Animal or vegetable oils,250
2021-02-01,Yukon,Animal or vegetable oils,0
2021-03-01,Yukon,Animal or vegetable oils,0
2021-04-01,Yukon,Animal or vegetable oils,0
2021-05-01,Yukon,Animal or vegetable oils,0
2021-06-01,Yukon,Animal or vegetable oils,0
2021-07-01,Yukon,Animal or vegetable oils,0
2021-08-01,Yukon,Animal or vegetable oils,0
2021-09-01,Yukon,Animal or vegetable oils,0
2021-10-01,Yukon,Animal or vegetable oils,0
2021-11-01,Yukon,Animal or vegetable oils,0
2021-12-01,Yukon,Animal or vegetable oils,0
2022-01-01,Yukon,Animal or vegetable oils,0
2022-02-01,Yukon,Animal or vegetable oils,0
2022-03-01,Yukon,Animal or vegetable oils,0
2022-04-01,Yukon,Animal or vegetable oils,0
2022-05-01,Yukon,Animal or vegetable oils,0
2022-06-01,Yukon,Animal or vegetable oils,0
2022-07-01,Yukon,Animal or vegetable oils,0
2022-08-01,Yukon,Animal or vegetable oils,0
2022-09-01,Yukon,Animal or vegetable oils,0
2022-10-01,Yukon,Animal or vegetable oils,0
2022-11-01,Yukon,Animal or vegetable oils,0
2022-12-01,Yukon,Animal or vegetable oils,0
2023-01-01,Yukon,Animal or vegetable oils,0
2023-02-01,Yukon,Animal or vegetable oils,0
2023-03-01,Yukon,Animal or vegetable oils,0
2023-04-01,Yukon,Animal or vegetable oils,0
2023-05-01,Yukon,Animal or vegetable oils,0
2023-06-01,Yukon,Animal or vegetable oils,0
2023-07-01,Yukon,Animal or vegetable oils,0
2023-08-01,Yukon,Animal or vegetable oils,0
2023-09-01,Yukon,Animal or vegetable oils,0
2023-10-01,Yukon,Animal or vegetable oils,0
2023-11-01,Yukon,Animal or vegetable oils,0
2023-12-01,Yukon,Animal or vegetable oils,0
2024-01-01,Yukon,Animal or vegetable oils,0
2024-02-01,Yukon,Animal or vegetable oils,0
2024-03-01,Yukon,Animal or vegetable oils,0
2017-01-01,Yukon,Processed food and beverages,0
2017-02-01,Yukon,Processed food and beverages,0
2017-03-01,Yukon,Processed food and beverages,0
2017-04-01,Yukon,Processed food and beverages,0
2017-05-01,Yukon,Processed food and beverages,0
2017-06-01,Yukon,Processed food and beverages,0
2017-07-01,Yukon,Processed food and beverages,0
2017-08-01,Yukon,Processed food and beverages,0
2017-09-01,Yukon,Processed food and beverages,0
2017-10-01,Yukon,Processed food and beverages,8
2017-11-01,Yukon,Processed food and beverages,0
2017-12-01,Yukon,Processed food and beverages,0
2018-01-01,Yukon,Processed food and beverages,0
2018-02-01,Yukon,Processed food and beverages,0
2018-03-01,Yukon,Processed food and beverages,0
2018-04-01,Yukon,Processed food and beverages,0
2018-05-01,Yukon,Processed food and beverages,0
2018-06-01,Yukon,Processed food and beverages,0
2018-07-01,Yukon,Processed food and beverages,0
2018-08-01,Yukon,Processed food and beverages,0
2018-09-01,Yukon,Processed food and beverages,0
2018-10-01,Yukon,Processed food and beverages,0
2018-11-01,Yukon,Processed food and beverages,0
2018-12-01,Yukon,Processed food and beverages,0
2019-01-01,Yukon,Processed food and beverages,0
2019-02-01,Yukon,Processed food and beverages,0
2019-03-01,Yukon,Processed food and beverages,0
2019-04-01,Yukon,Processed food and beverages,0
2019-05-01,Yukon,Processed food and beverages,0
2019-06-01,Yukon,Processed food and beverages,0
2019-07-01,Yukon,Processed food and beverages,0
2019-08-01,Yukon,Processed food and beverages,0
2019-09-01,Yukon,Processed food and beverages,0
2019-10-01,Yukon,Processed food and beverages,0
2019-11-01,Yukon,Processed food and beverages,0
2019-12-01,Yukon,Processed food and beverages,0
2020-01-01,Yukon,Processed food and beverages,0
2020-02-01,Yukon,Processed food and beverages,0
2020-03-01,Yukon,Processed food and beverages,0
2020-04-01,Yukon,Processed food and beverages,0
2020-05-01,Yukon,Processed food and beverages,0
2020-06-01,Yukon,Processed food and beverages,0
2020-07-01,Yukon,Processed food and beverages,0
2020-08-01,Yukon,Processed food and beverages,0
2020-09-01,Yukon,Processed food and beverages,0
2020-10-01,Yukon,Processed food and beverages,0
2020-11-01,Yukon,Processed food and beverages,0
2020-12-01,Yukon,Processed food and beverages,0
2021-01-01,Yukon,Processed food and beverages,0
2021-02-01,Yukon,Processed food and beverages,0
2021-03-01,Yukon,Processed food and beverages,0
2021-04-01,Yukon,Processed food and beverages,0
2021-05-01,Yukon,Processed food and beverages,0
2021-06-01,Yukon,Processed food and beverages,0
2021-07-01,Yukon,Processed food and beverages,0
2021-08-01,Yukon,Processed food and beverages,0
2021-09-01,Yukon,Processed food and beverages,0
2021-10-01,Yukon,Processed food and beverages,0
2021-11-01,Yukon,Processed food and beverages,0
2021-12-01,Yukon,Processed food and beverages,0
2022-01-01,Yukon,Processed food and beverages,0
2022-02-01,Yukon,Processed food and beverages,0
2022-03-01,Yukon,Processed food and beverages,0
2022-04-01,Yukon,Processed food and beverages,0
2022-05-01,Yukon,Processed food and beverages,0
2022-06-01,Yukon,Processed food and beverages,0
2022-07-01,Yukon,Processed food and beverages,0
2022-08-01,Yukon,Processed food and beverages,0
2022-09-01,Yukon,Processed food and beverages,0
2022-10-01,Yukon,Processed food and beverages,0
2022-11-01,Yukon,Processed food and beverages,0
2022-12-01,Yukon,Processed food and beverages,0
2023-01-01,Yukon,Processed food and beverages,0
2023-02-01,Yukon,Processed food and beverages,0
2023-03-01,Yukon,Processed food and beverages,0
2023-04-01,Yukon,Processed food and beverages,0
2023-05-01,Yukon,Processed food and beverages,0
2023-06-01,Yukon,Processed food and beverages,0
2023-07-01,Yukon,Processed food and beverages,0
2023-08-01,Yukon,Processed food and beverages,0
2023-09-01,Yukon,Processed food and beverages,0
2023-10-01,Yukon,Processed food and beverages,0
2023-11-01,Yukon,Processed food and beverages,0
2023-12-01,Yukon,Processed food and beverages,0
2024-01-01,Yukon,Processed food and beverages,0
2024-02-01,Yukon,Processed food and beverages,0
2024-03-01,Yukon,Processed food and beverages,0
2017-01-01,Northwest Territories,Live animals or animal products,0
2017-02-01,Northwest Territories,Live animals or animal products,0
2017-03-01,Northwest Territories,Live animals or animal products,0
2017-04-01,Northwest Territories,Live animals or animal products,0
2017-05-01,Northwest Territories,Live animals or animal products,0
2017-06-01,Northwest Territories,Live animals or animal products,0
2017-07-01,Northwest Territories,Live animals or animal products,0
2017-08-01,Northwest Territories,Live animals or animal products,0
2017-09-01,Northwest Territories,Live animals or animal products,0
2017-10-01,Northwest Territories,Live animals or animal products,0
2017-11-01,Northwest Territories,Live animals or animal products,0
2017-12-01,Northwest Territories,Live animals or animal products,0
2018-01-01,Northwest Territories,Live animals or animal products,0
2018-02-01,Northwest Territories,Live animals or animal products,0
2018-03-01,Northwest Territories,Live animals or animal products,0
2018-04-01,Northwest Territories,Live animals or animal products,0
2018-05-01,Northwest Territories,Live animals or animal products,0
2018-06-01,Northwest Territories,Live animals or animal products,0
2018-07-01,Northwest Territories,Live animals or animal products,0
2018-08-01,Northwest Territories,Live animals or animal products,0
2018-09-01,Northwest Territories,Live animals or animal products,0
2018-10-01,Northwest Territories,Live animals or animal products,0
2018-11-01,Northwest Territories,Live animals or animal products,0
2018-12-01,Northwest Territories,Live animals or animal products,0
2019-01-01,Northwest Territories,Live animals or animal products,0
2019-02-01,Northwest Territories,Live animals or animal products,0
2019-03-01,Northwest Territories,Live animals or animal products,0
2019-04-01,Northwest Territories,Live animals or animal products,0
2019-05-01,Northwest Territories,Live animals or animal products,0
2019-06-01,Northwest Territories,Live animals or animal products,0
2019-07-01,Northwest Territories,Live animals or animal products,0
2019-08-01,Northwest Territories,Live animals or animal products,0
2019-09-01,Northwest Territories,Live animals or animal products,0
2019-10-01,Northwest Territories,Live animals or animal products,0
2019-11-01,Northwest Territories,Live animals or animal products,0
2019-12-01,Northwest Territories,Live animals or animal products,0
2020-01-01,Northwest Territories,Live animals or animal products,0
2020-02-01,Northwest Territories,Live animals or animal products,0
2020-03-01,Northwest Territories,Live animals or animal products,0
2020-04-01,Northwest Territories,Live animals or animal products,0
2020-05-01,Northwest Territories,Live animals or animal products,0
2020-06-01,Northwest Territories,Live animals or animal products,0
2020-07-01,Northwest Territories,Live animals or animal products,0
2020-08-01,Northwest Territories,Live animals or animal products,0
2020-09-01,Northwest Territories,Live animals or animal products,0
2020-10-01,Northwest Territories,Live animals or animal products,0
2020-11-01,Northwest Territories,Live animals or animal products,0
2020-12-01,Northwest Territories,Live animals or animal products,0
2021-01-01,Northwest Territories,Live animals or animal products,0
2021-02-01,Northwest Territories,Live animals or animal products,0
2021-03-01,Northwest Territories,Live animals or animal products,0
2021-04-01,Northwest Territories,Live animals or animal products,0
2021-05-01,Northwest Territories,Live animals or animal products,0
2021-06-01,Northwest Territories,Live animals or animal products,0
2021-07-01,Northwest Territories,Live animals or animal products,0
2021-08-01,Northwest Territories,Live animals or animal products,0
2021-09-01,Northwest Territories,Live animals or animal products,0
2021-10-01,Northwest Territories,Live animals or animal products,0
2021-11-01,Northwest Territories,Live animals or animal products,0
2021-12-01,Northwest Territories,Live animals or animal products,0
2022-01-01,Northwest Territories,Live animals or animal products,0
2022-02-01,Northwest Territories,Live animals or animal products,0
2022-03-01,Northwest Territories,Live animals or animal products,0
2022-04-01,Northwest Territories,Live animals or animal products,0
2022-05-01,Northwest Territories,Live animals or animal products,0
2022-06-01,Northwest Territories,Live animals or animal products,0
2022-07-01,Northwest Territories,Live animals or animal products,0
2022-08-01,Northwest Territories,Live animals or animal products,0
2022-09-01,Northwest Territories,Live animals or animal products,0
2022-10-01,Northwest Territories,Live animals or animal products,0
2022-11-01,Northwest Territories,Live animals or animal products,0
2022-12-01,Northwest Territories,Live animals or animal products,0
2023-01-01,Northwest Territories,Live animals or animal products,0
2023-02-01,Northwest Territories,Live animals or animal products,0
2023-03-01,Northwest Territories,Live animals or animal products,0
2023-04-01,Northwest Territories,Live animals or animal products,0
2023-05-01,Northwest Territories,Live animals or animal products,0
2023-06-01,Northwest Territories,Live animals or animal products,0
2023-07-01,Northwest Territories,Live animals or animal products,0
2023-08-01,Northwest Territories,Live animals or animal products,0
2023-09-01,Northwest Territories,Live animals or animal products,0
2023-10-01,Northwest Territories,Live animals or animal products,0
2023-11-01,Northwest Territories,Live animals or animal products,0
2023-12-01,Northwest Territories,Live animals or animal products,0
2024-01-01,Northwest Territories,Live animals or animal products,0
2024-02-01,Northwest Territories,Live animals or animal products,0
2024-03-01,Northwest Territories,Live animals or animal products,0
2017-01-01,Northwest Territories,Vegetable products,0
2017-02-01,Northwest Territories,Vegetable products,0
2017-03-01,Northwest Territories,Vegetable products,0
2017-04-01,Northwest Territories,Vegetable products,0
2017-05-01,Northwest Territories,Vegetable products,0
2017-06-01,Northwest Territories,Vegetable products,0
2017-07-01,Northwest Territories,Vegetable products,0
2017-08-01,Northwest Territories,Vegetable products,0
2017-09-01,Northwest Territories,Vegetable products,0
2017-10-01,Northwest Territories,Vegetable products,0
2017-11-01,Northwest Territories,Vegetable products,0
2017-12-01,Northwest Territories,Vegetable products,0
2018-01-01,Northwest Territories,Vegetable products,0
2018-02-01,Northwest Territories,Vegetable products,0
2018-03-01,Northwest Territories,Vegetable products,0
2018-04-01,Northwest Territories,Vegetable products,0
2018-05-01,Northwest Territories,Vegetable products,0
2018-06-01,Northwest Territories,Vegetable products,0
2018-07-01,Northwest Territories,Vegetable products,0
2018-08-01,Northwest Territories,Vegetable products,0
2018-09-01,Northwest Territories,Vegetable products,0
2018-10-01,Northwest Territories,Vegetable products,0
2018-11-01,Northwest Territories,Vegetable products,0
2018-12-01,Northwest Territories,Vegetable products,0
2019-01-01,Northwest Territories,Vegetable products,0
2019-02-01,Northwest Territories,Vegetable products,0
2019-03-01,Northwest Territories,Vegetable products,0
2019-04-01,Northwest Territories,Vegetable products,0
2019-05-01,Northwest Territories,Vegetable products,0
2019-06-01,Northwest Territories,Vegetable products,0
2019-07-01,Northwest Territories,Vegetable products,0
2019-08-01,Northwest Territories,Vegetable products,0
2019-09-01,Northwest Territories,Vegetable products,0
2019-10-01,Northwest Territories,Vegetable products,0
2019-11-01,Northwest Territories,Vegetable products,0
2019-12-01,Northwest Territories,Vegetable products,0
2020-01-01,Northwest Territories,Vegetable products,0
2020-02-01,Northwest Territories,Vegetable products,0
2020-03-01,Northwest Territories,Vegetable products,0
2020-04-01,Northwest Territories,Vegetable products,0
2020-05-01,Northwest Territories,Vegetable products,0
2020-06-01,Northwest Territories,Vegetable products,0
2020-07-01,Northwest Territories,Vegetable products,0
2020-08-01,Northwest Territories,Vegetable products,0
2020-09-01,Northwest Territories,Vegetable products,0
2020-10-01,Northwest Territories,Vegetable products,0
2020-11-01,Northwest Territories,Vegetable products,0
2020-12-01,Northwest Territories,Vegetable products,0
2021-01-01,Northwest Territories,Vegetable products,0
2021-02-01,Northwest Territories,Vegetable products,0
2021-03-01,Northwest Territories,Vegetable products,0
2021-04-01,Northwest Territories,Vegetable products,0
2021-05-01,Northwest Territories,Vegetable products,0
2021-06-01,Northwest Territories,Vegetable products,0
2021-07-01,Northwest Territories,Vegetable products,0
2021-08-01,Northwest Territories,Vegetable products,0
2021-09-01,Northwest Territories,Vegetable products,0
2021-10-01,Northwest Territories,Vegetable products,0
2021-11-01,Northwest Territories,Vegetable products,0
2021-12-01,Northwest Territories,Vegetable products,0
2022-01-01,Northwest Territories,Vegetable products,0
2022-02-01,Northwest Territories,Vegetable products,0
2022-03-01,Northwest Territories,Vegetable products,0
2022-04-01,Northwest Territories,Vegetable products,0
2022-05-01,Northwest Territories,Vegetable products,0
2022-06-01,Northwest Territories,Vegetable products,0
2022-07-01,Northwest Territories,Vegetable products,0
2022-08-01,Northwest Territories,Vegetable products,0
2022-09-01,Northwest Territories,Vegetable products,0
2022-10-01,Northwest Territories,Vegetable products,0
2022-11-01,Northwest Territories,Vegetable products,0
2022-12-01,Northwest Territories,Vegetable products,0
2023-01-01,Northwest Territories,Vegetable products,0
2023-02-01,Northwest Territories,Vegetable products,0
2023-03-01,Northwest Territories,Vegetable products,0
2023-04-01,Northwest Territories,Vegetable products,0
2023-05-01,Northwest Territories,Vegetable products,0
2023-06-01,Northwest Territories,Vegetable products,0
2023-07-01,Northwest Territories,Vegetable products,0
2023-08-01,Northwest Territories,Vegetable products,0
2023-09-01,Northwest Territories,Vegetable products,0
2023-10-01,Northwest Territories,Vegetable products,0
2023-11-01,Northwest Territories,Vegetable products,0
2023-12-01,Northwest Territories,Vegetable products,0
2024-01-01,Northwest Territories,Vegetable products,0
2024-02-01,Northwest Territories,Vegetable products,0
2024-03-01,Northwest Territories,Vegetable products,0
2017-01-01,Northwest Territories,Animal or vegetable oils,0
2017-02-01,Northwest Territories,Animal or vegetable oils,0
2017-03-01,Northwest Territories,Animal or vegetable oils,0
2017-04-01,Northwest Territories,Animal or vegetable oils,0
2017-05-01,Northwest Territories,Animal or vegetable oils,0
2017-06-01,Northwest Territories,Animal or vegetable oils,0
2017-07-01,Northwest Territories,Animal or vegetable oils,0
2017-08-01,Northwest Territories,Animal or vegetable oils,0
2017-09-01,Northwest Territories,Animal or vegetable oils,0
2017-10-01,Northwest Territories,Animal or vegetable oils,0
2017-11-01,Northwest Territories,Animal or vegetable oils,0
2017-12-01,Northwest Territories,Animal or vegetable oils,0
2018-01-01,Northwest Territories,Animal or vegetable oils,0
2018-02-01,Northwest Territories,Animal or vegetable oils,0
2018-03-01,Northwest Territories,Animal or vegetable oils,0
2018-04-01,Northwest Territories,Animal or vegetable oils,0
2018-05-01,Northwest Territories,Animal or vegetable oils,0
2018-06-01,Northwest Territories,Animal or vegetable oils,0
2018-07-01,Northwest Territories,Animal or vegetable oils,0
2018-08-01,Northwest Territories,Animal or vegetable oils,0
2018-09-01,Northwest Territories,Animal or vegetable oils,0
2018-10-01,Northwest Territories,Animal or vegetable oils,0
2018-11-01,Northwest Territories,Animal or vegetable oils,0
2018-12-01,Northwest Territories,Animal or vegetable oils,0
2019-01-01,Northwest Territories,Animal or vegetable oils,0
2019-02-01,Northwest Territories,Animal or vegetable oils,0
2019-03-01,Northwest Territories,Animal or vegetable oils,0
2019-04-01,Northwest Territories,Animal or vegetable oils,0
2019-05-01,Northwest Territories,Animal or vegetable oils,0
2019-06-01,Northwest Territories,Animal or vegetable oils,0
2019-07-01,Northwest Territories,Animal or vegetable oils,0
2019-08-01,Northwest Territories,Animal or vegetable oils,0
2019-09-01,Northwest Territories,Animal or vegetable oils,0
2019-10-01,Northwest Territories,Animal or vegetable oils,0
2019-11-01,Northwest Territories,Animal or vegetable oils,0
2019-12-01,Northwest Territories,Animal or vegetable oils,0
2020-01-01,Northwest Territories,Animal or vegetable oils,0
2020-02-01,Northwest Territories,Animal or vegetable oils,0
2020-03-01,Northwest Territories,Animal or vegetable oils,0
2020-04-01,Northwest Territories,Animal or vegetable oils,0
2020-05-01,Northwest Territories,Animal or vegetable oils,0
2020-06-01,Northwest Territories,Animal or vegetable oils,0
2020-07-01,Northwest Territories,Animal or vegetable oils,0
2020-08-01,Northwest Territories,Animal or vegetable oils,0
2020-09-01,Northwest Territories,Animal or vegetable oils,0
2020-10-01,Northwest Territories,Animal or vegetable oils,0
2020-11-01,Northwest Territories,Animal or vegetable oils,0
2020-12-01,Northwest Territories,Animal or vegetable oils,0
2021-01-01,Northwest Territories,Animal or vegetable oils,0
2021-02-01,Northwest Territories,Animal or vegetable oils,0
2021-03-01,Northwest Territories,Animal or vegetable oils,0
2021-04-01,Northwest Territories,Animal or vegetable oils,0
2021-05-01,Northwest Territories,Animal or vegetable oils,0
2021-06-01,Northwest Territories,Animal or vegetable oils,0
2021-07-01,Northwest Territories,Animal or vegetable oils,0
2021-08-01,Northwest Territories,Animal or vegetable oils,0
2021-09-01,Northwest Territories,Animal or vegetable oils,0
2021-10-01,Northwest Territories,Animal or vegetable oils,0
2021-11-01,Northwest Territories,Animal or vegetable oils,0
2021-12-01,Northwest Territories,Animal or vegetable oils,0
2022-01-01,Northwest Territories,Animal or vegetable oils,0
2022-02-01,Northwest Territories,Animal or vegetable oils,0
2022-03-01,Northwest Territories,Animal or vegetable oils,0
2022-04-01,Northwest Territories,Animal or vegetable oils,0
2022-05-01,Northwest Territories,Animal or vegetable oils,0
2022-06-01,Northwest Territories,Animal or vegetable oils,0
2022-07-01,Northwest Territories,Animal or vegetable oils,0
2022-08-01,Northwest Territories,Animal or vegetable oils,0
2022-09-01,Northwest Territories,Animal or vegetable oils,0
2022-10-01,Northwest Territories,Animal or vegetable oils,0
2022-11-01,Northwest Territories,Animal or vegetable oils,0
2022-12-01,Northwest Territories,Animal or vegetable oils,0
2023-01-01,Northwest Territories,Animal or vegetable oils,0
2023-02-01,Northwest Territories,Animal or vegetable oils,0
2023-03-01,Northwest Territories,Animal or vegetable oils,0
2023-04-01,Northwest Territories,Animal or vegetable oils,0
2023-05-01,Northwest Territories,Animal or vegetable oils,0
2023-06-01,Northwest Territories,Animal or vegetable oils,0
2023-07-01,Northwest Territories,Animal or vegetable oils,0
2023-08-01,Northwest Territories,Animal or vegetable oils,0
2023-09-01,Northwest Territories,Animal or vegetable oils,0
2023-10-01,Northwest Territories,Animal or vegetable oils,0
